STATIONS_ID;MESS_DATUM;  R1;RS_IND
        399;2001032921;   0.0;   0
        399;2001032922;   0.0;   0
        399;2001032923;   0.0;   0
        399;2001033000;   0.0;   0
        399;2001033001;   0.0;   0
        399;2001033002;   0.0;   0
        399;2001033003;   0.0;   0
        399;2001033004;   0.0;   0
        399;2001033005;   0.0;   0
        399;2001033006;   0.0;   0
        399;2001033007;   0.0;   0
        399;2001033008;   0.0;   0
        399;2001033009;   0.0;   0
        399;2001033010;   0.0;   1
        399;2001033011;   0.0;   1
        399;2001033012;   0.0;   1
        399;2001033013;   0.0;   1
        399;2001033014;   0.0;   1
        399;2001033015;   0.3;   1
        399;2001033016;   0.2;   1
        399;2001033017;   0.2;   1
        399;2001033018;   0.0;   1
        399;2001033019;   0.0;   0
        399;2001033020;   0.0;   0
        399;2001033021;   0.0;   0
        399;2001033022;   0.0;   0
        399;2001033023;   0.0;   0
        399;2001033100;   0.0;   0
        399;2001033101;   0.1;   1
        399;2001033102;   0.1;   1
        399;2001033103;   0.0;   1
        399;2001033104;   0.0;   0
        399;2001033105;   0.0;   0
        399;2001033106;   0.0;   0
        399;2001033107;   0.0;   0
        399;2001033108;   0.0;   0
        399;2001033109;   0.0;   0
        399;2001033110;   0.0;   0
        399;2001033111;   0.0;   0
        399;2001033112;   0.0;   0
        399;2001033113;   0.0;   0
        399;2001033114;   0.0;   0
        399;2001033115;   0.0;   0
        399;2001033116;   0.0;   0
        399;2001033117;   0.0;   0
        399;2001033118;   0.0;   0
        399;2001033119;   0.0;   0
        399;2001033120;   0.0;   0
        399;2001033121;   0.0;   0
        399;2001033122;   0.0;   0
        399;2001033123;   0.0;   0
        399;2001040300;   0.0;   0
        399;2001040305;   0.0;   0
        399;2001040306;   0.0;   0
        399;2001040307;   0.0;   0
        399;2001040308;   0.0;   0
        399;2001040310;   0.0;   0
        399;2001040312;   0.0;   0
        399;2001040313;   0.0;   1
        399;2001040314;   1.1;   1
        399;2001040315;   1.1;   1
        399;2001040316;   0.1;   1
        399;2001040317;   0.0;   1
        399;2001040318;   0.0;   1
        399;2001040319;   0.0;   0
        399;2001040321;   0.0;   0
        399;2001040322;   0.0;   0
        399;2001040323;   0.0;   0
        399;2001040400;   0.0;   0
        399;2001040402;   0.0;   0
        399;2001040405;   0.0;   0
        399;2001040406;   0.0;   0
        399;2001040407;   0.0;   0
        399;2001040408;   0.0;   0
        399;2001040409;   0.0;   0
        399;2001040410;   0.0;   0
        399;2001040411;   0.0;   0
        399;2001040412;   0.0;   0
        399;2001040413;   0.0;   1
        399;2001040415;   0.0;   0
        399;2001040905;   0.0;   0
        399;2001040906;   0.0;   0
        399;2001040907;   0.0;   0
        399;2001040908;   0.0;   0
        399;2001040909;   0.0;   0
        399;2001040910;   0.0;   0
        399;2001040911;   0.0;   0
        399;2001040912;   0.0;   0
        399;2001040913;   0.0;   0
        399;2001040914;   0.0;   0
        399;2001040915;   0.0;   0
        399;2001040916;   0.0;   0
        399;2001040917;   0.0;   0
        399;2001040918;   0.0;   0
        399;2001040919;   0.0;   0
        399;2001040920;   0.0;   0
        399;2001040921;   0.0;   0
        399;2001040922;   0.0;   0
        399;2001040923;   0.0;   0
        399;2001041000;   0.0;   0
        399;2001041001;   0.0;   0
        399;2001041002;   0.0;   0
        399;2001041003;   0.0;   0
        399;2001041004;   0.0;   0
        399;2001041005;   0.0;   0
        399;2001041006;   0.0;   0
        399;2001041007;   0.0;   0
        399;2001041008;   0.0;   0
        399;2001041009;   0.0;   0
        399;2001041010;   0.0;   0
        399;2001041011;   0.0;   0
        399;2001041012;   0.0;   1
        399;2001041013;   0.0;   1
        399;2001041014;   0.0;   1
        399;2001041015;   0.1;   1
        399;2001041016;   0.0;   0
        399;2001041017;   0.0;   0
        399;2001041018;   0.0;   0
        399;2001041019;   0.0;   0
        399;2001041020;   0.0;   0
        399;2001041021;   0.0;   0
        399;2001041022;   0.0;   0
        399;2001041023;   0.0;   0
        399;2001041100;   0.0;   0
        399;2001041101;   0.0;   0
        399;2001041102;   0.0;   0
        399;2001041103;   0.0;   0
        399;2001041104;   0.0;   0
        399;2001041105;   0.0;   0
        399;2001041106;   0.0;   1
        399;2001041107;   0.0;   0
        399;2001041108;   0.0;   1
        399;2001041109;   0.0;   1
        399;2001041110;   0.0;   1
        399;2001041111;   0.0;   0
        399;2001041112;   0.0;   0
        399;2001041113;   0.0;   0
        399;2001041114;   0.0;   0
        399;2001041115;   0.4;   1
        399;2001041116;   0.9;   1
        399;2001041117;   0.0;   0
        399;2001041118;   0.0;   0
        399;2001041119;   0.0;   0
        399;2001041120;   0.0;   0
        399;2001041121;   0.0;   0
        399;2001041122;   0.0;   0
        399;2001041123;   0.0;   0
        399;2001041200;   0.0;   0
        399;2001041201;   0.0;   0
        399;2001041202;   0.0;   0
        399;2001041203;   0.0;   0
        399;2001041204;   0.0;   0
        399;2001041205;   0.0;   0
        399;2001041206;   0.0;   0
        399;2001041207;   0.0;   0
        399;2001041208;   0.0;   0
        399;2001041209;   0.0;   0
        399;2001041210;   0.0;   0
        399;2001041211;   0.0;   0
        399;2001041212;   0.0;   0
        399;2001041213;   0.0;   1
        399;2001041214;   0.1;   1
        399;2001041215;   1.7;   1
        399;2001041216;   0.0;   1
        399;2001041217;   0.0;   0
        399;2001041218;   0.2;   1
        399;2001041219;   0.0;   0
        399;2001041220;   1.4;   1
        399;2001041221;   0.1;   1
        399;2001041222;   0.4;   1
        399;2001041223;   0.0;   0
        399;2001041300;   0.0;   0
        399;2001041301;   0.0;   1
        399;2001041302;   0.0;   1
        399;2001041303;   0.0;   1
